Gene Name	Left-End-Position	Right-End-Position	Product
csgF	1101711	1102127	curli assembly component CsgF
bdcA	4473340	4474053	c-di-GMP-binding biofilm dispersal mediator protein
uxaC	3243329	3244741	D-glucoronate/D-galacturonate isomerase
lsrF	1606100	1606975	3-hydroxy-2,4-pentadione 5-phosphate thiolase
kch	1309016	1310269	K<sup>+</sup> channel Kch
yhhX	3579768	3580805	putative oxidoreductase YhhX
yieH	3896774	3897439	6-phosphogluconate phosphatase
leuW	696963	697047	tRNA-Leu(UAG)
igaA	3526469	3528604	inner membrane protein IgaA
yafZ	267184	268005	CP4-6 prophage; DUF932 domain-containing protein YafZ
yccU	1027946	1028359	putative HspQ acetyl donor
tisA	3853443	3853556	
yedS	2034051	2035243	putative outer membrane protein YedS, N-terminal fragment
dcd	2141634	2142215	dCTP deaminase
sapC	1353628	1354518	putrescine ABC exporter membrane protein SapC
zupT	3182550	3183323	divalent metal ion transporter ZupT
yfdF	2463012	2464070	protein YfdF
sgcR	4526106	4526888	KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR
dgcI	875335	876663	putative diguanylate cyclase DgcI
ybaL	501562	503238	putative transporter YbaL
waaU	3798239	3799312	putative ADP-heptose:LPS heptosyltransferase 4
opgE	851014	852597	phosphoethanolamine transferase OpgE
tdcD	3262452	3263660	propionate kinase
yjdM	4326399	4326734	zinc ribbon domain-containing protein YjdM
nanQ	3369014	3369478	<i>N</i>-acetylneuraminate anomerase
eutP	2574978	2575457	putative ethanolamine utilization acetate kinase EutP
ydcC	1531816	1532952	H repeat-associated putative transposase YdcC
nohD	580834	581379	DLP12 prophage; putative DNA-packaging protein NohD
insX	280114	280362	
gsk	500125	501429	inosine/guanosine kinase
yciU	1306821	1307150	DUF440 domain-containing protein YciU
tamB	4444112	4447891	translocation and assembly module subunit TamB
ftsL	91032	91397	cell division protein FtsL
rcnR	2185524	2185796	DNA-binding transcriptional repressor RcnR
rnt	1728347	1728994	ribonuclease T
ybdF	605518	605886	PF04237 family protein YbdF
cusA	598714	601857	copper/silver export system RND permease
insA1	20233	20508	IS1 protein InsA
puuR	1361911	1362468	DNA-binding transcriptional repressor PuuR
qmcA	514856	515773	PHB domain-containing protein QmcA
aaeX	3389134	3389337	DUF1656 domain-containing protein AaeX
dmlA	1881912	1882997	D-malate/3-isopropylmalate dehydrogenase (decarboxylating)
hspQ	1028404	1028721	heat shock protein HspQ
motA	1976252	1977139	motility protein A
hofN	3521433	3521972	DNA utilization protein HofN
blc	4377189	4377722	outer membrane lipoprotein Blc
glyT	4175673	4175747	tRNA-Gly(UCC)
blr	1704551	1704676	&beta;-lactam resistance protein
yjhQ	4533239	4533784	KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ
yaiY	399025	399333	DUF2755 domain-containing inner membrane protein YaiY
yjgX	4499593	4500791	KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment
nrdA	2344865	2347150	ribonucleoside-diphosphate reductase 1 subunit &alpha;
slt	4630733	4632670	soluble lytic murein transglycosylase
wzxC	2118680	2120158	colanic acid repeat unit flippase
smg	3431991	3432464	DUF494 domain-containing protein Smg
rnhA	235535	236002	ribonuclease HI
ycaN	948660	949568	putative DNA-binding transcriptional regulator YcaN
umpH	699574	700326	UMP phosphatase
ecpC	306807	309332	putative fimbrial usher protein EcpC
mdtD	2161464	2162879	putative multidrug efflux pump MdtD
yphA	2673346	2673768	putative inner membrane protein
ftnA	1988716	1989213	ferritin iron storage protein
mocA	3015160	3015738	molybdenum cofactor cytidylyltransferase
argL	290275	290370	putative translational regulatory protein ArgL
paaA	1453927	1454856	phenylacetyl-CoA 1,2-epoxidase, monooxygenase subunit
tauA	385232	386194	taurine ABC transporter periplasmic binding protein
yhdH	3403484	3404458	acrylyl-CoA reductase
yfjP	2767710	2768573	CP4-57 prophage; putative GTP-binding protein YfjP
ydbA			putative outer membrane protein, N-terminal fragment
cdd	2231844	2232728	cytidine/deoxycytidine deaminase
yahO	346484	346759	DUF1471 domain-containing protein YahO
dauA	1259124	1260803	aerobic C4-dicarboxylate transporter DauA
drpB	2033119	2033421	cell division protein DrpB
rnc	2703383	2704063	RNase III
pspF	1366935	1367912	DNA-binding transcriptional dual regulator PspF
aceK-int	4218879	4218963	small RNA AceK-int
tehA	1500573	1501565	tellurite resistance protein
yidF	3855114	3855611	uncharacterized protein YidF
sspA	3376782	3377420	stringent starvation protein A
yfcC	2417081	2418601	putative transporter YfcC
yecF	1995818	1996042	DUF2594 domain-containing protein YecF
csgG	1100851	1101684	curli secretion channel
chaB	1272119	1272349	putative cation transport regulator ChaB
gutM	2828621	2828980	DNA-binding transcriptional activator GutM
yrdA	3429236	3429790	hexapeptide repeats-containing protein YrdA
argY	2818198	2818274	tRNA-Arg(ACG)
pdeF	2626695	2628938	cyclic di-GMP phosphodiesterase PdeF
yffL	2560257	2560898	CPZ-55 prophage; uncharacterized protein YffL
yaaY	21181	21399	DUF2575 domain-containing protein YaaY
b4700	607734	607792	
bcsQ	3695233	3695985	cellulose biosynthesis protein
yiaC	3713652	3714092	peptidyl-lysine <i>N</i>-acetyltransferase YiaC
clpP	456677	457300	ATP-dependent Clp protease proteolytic subunit
corA	4001426	4002376	Ni<sup>2+</sup>/Co<sup>2+</sup>/Mg<sup>2+</sup> transporter
yodB	2042368	2042898	putative cytochrome b561 YodB
pnp	3309033	3311168	polynucleotide phosphorylase
yihL	4060447	4061157	putative DNA-binding transcriptional regulator YihL
pyrB	4471460	4472395	aspartate carbamoyltransferase catalytic subunit
narS	1279337	1279520	putative small regulatory RNA NarS
setC	3836953	3838137	putative arabinose exporter
mntP	1905688	1906254	Mn2+ exporter
fecA	4514353	4516677	ferric citrate outer membrane transporter
rcsF	219591	219995	sensor lipoprotein RcsF
xylR	3734979	3736157	DNA-binding transcriptional dual regulator XylR
yhaC	3268415	3269602	uncharacterized protein YhaC
potC	1182826	1183620	spermidine preferential ABC transporter membrane subunit PotC
yeeW	2077940	2078134	CP4-44 prophage; putative uncharacterized protein YeeW
yghX	3146856	3147691	putative hydrolase fragment
citC	650798	651856	citrate lyase synthetase
ychJ	1288674	1289132	NTF2-like domain-containing protein YchJ
rcnA	2185917	2186741	Ni<sup>2+</sup>/Co<sup>2+</sup> exporter
ymfM	1203822	1204160	e14 prophage; cell division inhibitor YmfM
rbn	2381608	2382525	ribonuclease BN
nadR	4627315	4628547	DNA-binding transcriptional repressor/NMN adenylyltransferase NadR
ytiD	4556654	4556797	protein YtiD
emrB	2812616	2814154	multidrug efflux pump membrane subunit EmrB
insAB4	1049833	1050530	InsAB' transposase
yfaX	2361429	2362211	putative DNA-binding transcriptional regulator YfaX
gfcA	1049439	1049744	threonine-rich inner membrane protein GfcA
yghJ	3114550	3119112	putative lipoprotein YghJ
cnu	1704949	1705164	H-NS- and StpA-binding protein
poxB	909331	911049	pyruvate oxidase
ynaI	1394891	1395922	small conductance mechanosensitive channel YnaI
ygiB	3179744	3180415	DUF1190 domain-containing protein YgiB
cmoM	973537	974322	tRNA <b>cmo</b><sup>5</sup>U34 methyltransferase
ybaM	490110	490271	DUF2496 domain-containing protein YbaM
ydfR	1640054	1640365	Qin prophage; protein YdfR
yriB	3640643	3640696	protein YriB
efeU	1081356	1082185	inactive ferrous iron permease EfeU
ppsR	1787445	1788278	phosphoenolpyruvate synthetase regulatory protein
mltB	2824491	2825576	membrane-bound lytic murein transglycosylase B
arnE	2372557	2372892	undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnE subunit
ygiC	3180421	3181581	putative acid&mdash;amine ligase YgiC
rnb	1346978	1348912	RNase II
ulaR	4417698	4418453	DNA-binding transcriptional repressor UlaR
yfdV	2489242	2490186	putative transport protein YfdV
yrbN	3307853	3307933	uncharacterized protein YrbN
secA	108279	110984	protein translocation ATPase
ybhM	820793	821506	Bax1-I family protein YbhM
ftnB	1986925	1987428	putative ferritin-like protein
eutE	2570348	2571751	acetaldehyde dehydrogenase (acetylating) EutE
ycgR	1243793	1244527	flagellar brake protein YcgR
exuT	3245224	3246522	hexuronate transporter
ygiQ	3158927	3161146	radical SAM superfamily protein YgiQ
tusA	3608751	3608996	sulfur transfer protein TusA
ynaA	1426454	1427482	Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA
ygeF	2990554	2991043	protein YgeF
rimI	4608185	4608631	protein <i>N</i>-acetyltransferase RimI
yedE	2008277	2009482	putative selenium transporter YedE
lamB	4247971	4249311	maltose outer membrane channel / phage lambda receptor protein
ftsN	4122380	4123339	cell division protein FtsN
rnhB	204493	205089	RNase HII
kdgR	1909308	1910099	DNA-binding transcriptional repressor KdgR
yajI	432312	432851	putative lipoprotein YajI
dtpA	1712769	1714271	dipeptide/tripeptide:H<sup>+</sup> symporter DtpA
yegU	2180095	2181099	putative ADP-ribosylglycohydrolase YegU
abrB	746723	747769	putative regulator
glpG	3560622	3561452	rhomboid protease GlpG
ycfH	1156777	1157574	putative metal-dependent hydrolase YcfH
malZ	422518	424332	maltodextrin glucosidase
baxL	3737177	3737203	putative translational regulatory protein BaxL
mscM	4386047	4389370	miniconductance mechanosensitive channel MscM
yajD	430605	430952	HNH nuclease family protein YajD
yfhL	2699663	2699923	putative 4Fe-4S cluster-containing protein YfhL
uspD	4113293	4113721	universal stress protein D
ymfR	1205549	1205731	e14 prophage; IPR020297 domain-containing protein YmfR
mgtT	1622741	1622845	protein MgtT
b4247	4472513	4472845	
yaiT			putative autotransporter YaiT
phnO	4315104	4315538	aminoalkylphosphonate <i>N</i>-acetyltransferase
pepE	4229453	4230142	peptidase E
ompN	1435760	1436893	outer membrane porin N
ydjO	1812329	1813132	protein YdjO
rph	3815863	3816549	truncated RNase PH
cueR	513993	514400	DNA-binding transcriptional dual regulator CueR
secB	3783661	3784128	protein export chaperone SecB
yjjJ	4621769	4623100	toxin YjjJ
ybhI	801887	803320	putative tricarboxylate transporter
yddB	1575247	1577619	putative TonB-dependent receptor YddB
fepG	620196	621188	ferric enterobactin ABC transporter membrane subunit FepG
rseX	2033649	2033739	small regulatory RNA RseX
yiaK	3742733	3743731	2,3-diketo-L-gulonate reductase
eutB	2557318	2558679	ethanolamine ammonia-lyase subunit &alpha;
yqcC	2923784	2924113	DUF446 domain-containing protein YqcC
ybcV	579184	579594	DLP12 prophage; DUF1398 domain-containing protein YbcV
yjbI	4250703	4252283	pentapeptide repeats-containing protein YjbI
hipA	1590854	1592176	phosphorylated serine/threonine-protein kinase HipA // serine/threonine-protein kinase toxin HipA
yaaI	11382	11786	DUF2541 domain-containing protein YaaI
btuB	4163639	4165483	cobalamin outer membrane transporter
rnd	1886864	1887991	RNase D
mrcA	3522871	3525423	peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA
plaR	3741684	3742532	DNA-binding transcriptional repressor PlaR
yhiI	3629535	3630602	putative membrane fusion protein YhiI
yqcE	2900592	2901869	putative transport protein YqcE
insD5	3186510	3187415	IS2 insertion element protein InsB
yfhH	2698759	2699607	putative DNA-binding transcriptional regulator YfhH
aas	2973855	2976014	fused 2-acylglycerophospho-ethanolamine acyltransferase/acyl-acyl carrier protein synthetase
yqeF	2984411	2985592	putative acyltransferase
ybiO	843255	845480	moderate conductance mechanosensitive channel YbiO
bipA	4058407	4060230	50S ribosomal subunit assembly factor BipA
kgtP	2724448	2725746	&alpha;-ketoglutarate:H<sup>+</sup> symporter
yfgH	2629792	2630310	lipoprotein YfgH
tyrV	1287244	1287328	tRNA-Tyr(GUA)
pdeR	1344757	1346742	cyclic di-GMP phosphodiesterase PdeR
yagM	293945	294799	CP4-6 prophage; protein YagM
ynfS	1642122	1642211	Qin prophage; protein YnfS
yfcU	2452356	2455001	putative outer membrane usher protein YfcU
yjaB	4213680	4214123	peptidyl-lysine <i>N</i>-acetyltransferase YjaB
pepQ	4031161	4032492	Xaa-Pro dipeptidase
ompW	1314020	1314658	outer membrane protein W
ydeQ	1586820	1587734	putative fimbrial adhesin protein YdeQ
rhlB	3964365	3965630	ATP-dependent RNA helicase RhlB
yfiE	2714439	2715320	putative LysR-type DNA-binding transcriptional regulator YfiE
fixC	44180	45466	putative oxidoreductase FixC
yjcO	4296436	4297125	Sel1 repeat-containing protein YjcO
gntP	4549953	4551296	fructuronate transporter
eptA	4333947	4335590	phosphoethanolamine transferase EptA
feoA	3540163	3540390	ferrous iron transport protein A
moaC	818570	819055	cyclic pyranopterin monophosphate synthase
pdeL	332371	333459	DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL
alsC	4308489	4309469	D-allose ABC transporter membrane subunit
yfaZ	2363733	2364275	putative porin YfaZ
nagE	703944	705890	N-acetylglucosamine-specific PTS enzyme IIABC component
yafX	264748	265206	CP4-6 prophage; protein YafX
G0-10697			
epmB	4374629	4375657	lysine 2,3-aminomutase
yfeY	2550641	2551216	DUF1131 domain-containing lipoprotein YfeY
ompC	2311646	2312749	outer membrane porin C
ftsQ	103155	103985	cell division protein FtsQ
rnlA	2765918	2766991	CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system
frlR	3504052	3504783	DNA-binding transcriptional regulator FrlR
yihF	4044199	4045629	DUF945 domain-containing protein YihF
yiaM	3744328	3744801	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit
diaA	3295809	3296399	DnaA initiator-associating protein DiaA
yicR	3811891	3812559	RadC-like JAB domain-containing protein YicR
nusA	3316039	3317526	transcription termination/antitermination protein NusA
yqhA	3148977	3149471	UPF0114 family protein YqhA
lapC	2284376	2286136	lipopolysaccharide signal transducer LapC
fucA	2933041	2933688	L-fuculose-phosphate aldolase
dosC	1565758	1567140	diguanylate cyclase DosC
nanC	4538785	4539501	<i>N</i>-acetylneuraminate outer membrane channel
yoaH	1894552	1894731	UFP0181 family protein YoaH
proK	3708616	3708692	tRNA-Pro(CGG)
loiP	3081913	3082671	metalloprotease LoiP
yagA	280829	281983	CP4-6 prophage; integrase core domain-containing protein YagA
ylcJ	568695	568844	DLP12 prophage; protein YlcJ
b1052	1114211	1114309	
gapC	1489713	1490713	glyceraldehyde-3-phosphate dehydrogenase
patZ	2719953	2722613	peptidyl-lysine <i>N</i>-acetyltransferase
ypdF	2505547	2506632	aminopeptidase YpdF
yncD	1520963	1523065	putative TonB-dependent outer membrane receptor
elaD	2382713	2383924	protease ElaD
yciQ	1324746	1326641	DUF2207 domain-containing protein YciQ
rnpB	3270216	3270592	RNase P catalytic RNA component
rspR	1628352	1629038	DNA-binding transcriptional repressor RspR
caiD	35377	36162	crotonobetainyl-CoA hydratase
ydeJ	1624773	1625291	PF02464 family protein YdeJ
yihP	4065809	4067194	putative 2,3-dihydroxypropane-1-sulfonate export protein
yfgO	2614820	2615881	putative transporter YfgO
nfeF	3215727	3216491	NADPH-dependent ferric-chelate reductase
speFL	720718	720822	leader peptide SpeFL
rpiB	4313350	4313799	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B
ydhR	1746700	1747005	putative monooxygenase YdhR
eutH	2566881	2568107	putative ethanolamine permease EutH
ydfC	1648823	1649041	Qin prophage; uncharacterized protein YdfC
yeeL	2052276	2053328	putative glycosyltransferase, N-terminal fragment
sixA	2456327	2456812	phosphohistidine phosphatase SixA
ves	1824362	1824937	HutD family protein Ves
pgaA	1089866	1092289	partially deacetylated poly-&beta;-1,6-<i>N</i>-acetyl-D-glucosamine export outer membrane porin
ymgF	1218983	1219201	inner membrane protein YmgF
rnpA	3884493	3884852	RNase P protein component
yahB	333501	334433	putative LysR-type DNA-binding transcriptional regulator YahB
ytfP	4447894	4448235	&gamma;-glutamylamine cyclotransferase family protein YtfP
ydeE	1621332	1622519	dipeptide exporter
insC2	1468784	1469149	IS2 insertion element repressor InsA
yjhU	4519338	4520324	KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU
yeaL	1874352	1874798	DUF441 domain-containing inner membrane protein YeaL
csiE	2665435	2666715	stationary phase-inducible protein CsiE
bglB	3902289	3903701	6-phospho-&beta;-glucosidase B
yqaB	2816937	2817503	fructose-1-phosphate phosphatase YqaB
mnaT	1518328	1518846	L-amino acid N-acyltransferase
leuT	3982606	3982692	tRNA-Leu(CAG)
acrZ	794773	794922	multidrug efflux pump accessory protein AcrZ
pspC	1369025	1369384	phage shock protein C
yobI	1946115	1946180	uncharacterized protein YobI
ycgI	1223564	1223907	protein YcgI
epmA	4382643	4383620	EF-P-lysine lysyltransferase
degS	3382200	3383267	serine endoprotease
bglH	3900604	3902220	carbohydrate-specific outer membrane porin, cryptic
tatD	4023554	4024336	3' &rarr; 5' ssDNA/RNA  exonuclease TatD
cspH	1050963	1051175	CspA family protein CspH
rnr	4406654	4409095	RNase R
yidP	3863899	3864615	putative DNA-binding transcriptional regulator YidP
fixX	45463	45750	putative ferredoxin FixX
yigG	4002813	4003193	inner membrane protein
emrA	2811427	2812599	multidrug efflux pump membrane fusion protein EmrA
ccmF	2292961	2294904	holocytochrome <I>c</I> synthase CcmF component
fes	612737	613939	ferric enterobactin esterase
moaB	818055	818567	protein MoaB
mak	410144	411052	fructokinase
tauD	387795	388646	taurine dioxygenase
ycgL	1227681	1228007	PF05166 family protein YcgL
yfjM	2765513	2765776	CP4-57 prophage; protein YfjM
insO			KpLE2 phage-like element; IS911B regulator fragment
aceK	4218596	4220332	isocitrate dehydrogenase kinase/phosphatase
ymfA	1181264	1181725	putative inner membrane protein YmfA
tolC	3178115	3179596	outer membrane channel TolC
rne	1141182	1144367	ribonuclease E
mrdB	665201	666313	peptidoglycan glycosyltransferase MrdB
tyrR	1386720	1388261	DNA-binding transcriptional dual regulator TyrR
yrfG	3528669	3529337	purine nucleotidase
trkH	4033145	4034596	K+ transporter TrkH
tus	1684259	1685188	DNA replication terminus site-binding protein
ydjF	1854096	1854854	putative DNA-binding transcriptional regulator YdjF
bacA	3203310	3204131	undecaprenyl pyrophosphate phosphatase
ydjJ	1857790	1858833	putative zinc-binding dehydrogenase YdjJ
